logical_instance	family_display	family_key	parameters	status_120s	tlsf
ltl2dba_C2_unreal_pb_15_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 15}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_15_pe_.tlsf
ltl2dba_C2_unreal_pb_16_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 16}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_16_pe_.tlsf
ltl2dba_C2_unreal_pb_25_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 25}	unsolved	tlsf-corpus/ltl2dba_C2_unreal_pb_25_pe_.tlsf
ltl2dba_C2_unreal_pb_2_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 2}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_2_pe_.tlsf
ltl2dba_C2_unreal_pb_3_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 3}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_3_pe_.tlsf
ltl2dba_C2_unreal_pb_4_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 4}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_4_pe_.tlsf
ltl2dba_C2_unreal_pb_50_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 50}	unsolved	tlsf-corpus/ltl2dba_C2_unreal_pb_50_pe_.tlsf
ltl2dba_C2_unreal_pb_5_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 5}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_5_pe_.tlsf
ltl2dba_C2_unreal_pb_60_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 60}	unsolved	tlsf-corpus/ltl2dba_C2_unreal_pb_60_pe_.tlsf
ltl2dba_C2_unreal_pb_6_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 6}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_6_pe_.tlsf
ltl2dba_C2_unreal_pb_70_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 70}	unsolved	tlsf-corpus/ltl2dba_C2_unreal_pb_70_pe_.tlsf
ltl2dba_C2_unreal_pb_7_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 7}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_7_pe_.tlsf
ltl2dba_C2_unreal_pb_80_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 80}	unsolved	tlsf-corpus/ltl2dba_C2_unreal_pb_80_pe_.tlsf
ltl2dba_C2_unreal_pb_8_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 8}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_8_pe_.tlsf
ltl2dba_C2_unreal_pb_9_pe_.ltl	ltl2dba_C2_unreal	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	{"n": 9}	solved	tlsf-corpus/ltl2dba_C2_unreal_pb_9_pe_.tlsf
ltl2dba_R_pb_10_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 10}	unsolved	tlsf-corpus/ltl2dba_R_pb_10_pe_.tlsf
ltl2dba_R_pb_11_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 11}	unsolved	tlsf-corpus/ltl2dba_R_pb_11_pe_.tlsf
ltl2dba_R_pb_12_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 12}	unsolved	tlsf-corpus/ltl2dba_R_pb_12_pe_.tlsf
ltl2dba_R_pb_14_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 14}	unsolved	tlsf-corpus/ltl2dba_R_pb_14_pe_.tlsf
ltl2dba_R_pb_1_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 1}	solved	tlsf-corpus/ltl2dba_R_pb_1_pe_.tlsf
ltl2dba_R_pb_2_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 2}	solved	tlsf-corpus/ltl2dba_R_pb_2_pe_.tlsf
ltl2dba_R_pb_3_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 3}	solved	tlsf-corpus/ltl2dba_R_pb_3_pe_.tlsf
ltl2dba_R_pb_4_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 4}	solved	tlsf-corpus/ltl2dba_R_pb_4_pe_.tlsf
ltl2dba_R_pb_5_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 5}	solved	tlsf-corpus/ltl2dba_R_pb_5_pe_.tlsf
ltl2dba_R_pb_6_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 6}	solved	tlsf-corpus/ltl2dba_R_pb_6_pe_.tlsf
ltl2dba_R_pb_7_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 7}	solved	tlsf-corpus/ltl2dba_R_pb_7_pe_.tlsf
ltl2dba_R_pb_8_pe_.ltl	ltl2dba_R	param:tlsf/ltl2dba/parametric/ltl2dba_R.tlsf	{"n": 8}	solved	tlsf-corpus/ltl2dba_R_pb_8_pe_.tlsf
ltl2dba_theta_pb_100_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 100}	unsolved	tlsf-corpus/ltl2dba_theta_pb_100_pe_.tlsf
ltl2dba_theta_pb_10_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 10}	solved	tlsf-corpus/ltl2dba_theta_pb_10_pe_.tlsf
ltl2dba_theta_pb_12_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 12}	solved	tlsf-corpus/ltl2dba_theta_pb_12_pe_.tlsf
ltl2dba_theta_pb_14_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 14}	solved	tlsf-corpus/ltl2dba_theta_pb_14_pe_.tlsf
ltl2dba_theta_pb_16_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 16}	solved	tlsf-corpus/ltl2dba_theta_pb_16_pe_.tlsf
ltl2dba_theta_pb_1_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 1}	solved	tlsf-corpus/ltl2dba_theta_pb_1_pe_.tlsf
ltl2dba_theta_pb_25_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 25}	unsolved	tlsf-corpus/ltl2dba_theta_pb_25_pe_.tlsf
ltl2dba_theta_pb_2_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 2}	solved	tlsf-corpus/ltl2dba_theta_pb_2_pe_.tlsf
ltl2dba_theta_pb_300_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 300}	unsolved	tlsf-corpus/ltl2dba_theta_pb_300_pe_.tlsf
ltl2dba_theta_pb_3_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 3}	solved	tlsf-corpus/ltl2dba_theta_pb_3_pe_.tlsf
ltl2dba_theta_pb_4_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 4}	solved	tlsf-corpus/ltl2dba_theta_pb_4_pe_.tlsf
ltl2dba_theta_pb_500_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 500}	unsolved	tlsf-corpus/ltl2dba_theta_pb_500_pe_.tlsf
ltl2dba_theta_pb_50_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 50}	unsolved	tlsf-corpus/ltl2dba_theta_pb_50_pe_.tlsf
ltl2dba_theta_pb_5_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 5}	solved	tlsf-corpus/ltl2dba_theta_pb_5_pe_.tlsf
ltl2dba_theta_pb_6_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 6}	solved	tlsf-corpus/ltl2dba_theta_pb_6_pe_.tlsf
ltl2dba_theta_pb_7_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 7}	solved	tlsf-corpus/ltl2dba_theta_pb_7_pe_.tlsf
ltl2dba_theta_pb_8_pe_.ltl	ltl2dba_theta	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	{"n": 8}	solved	tlsf-corpus/ltl2dba_theta_pb_8_pe_.tlsf
simple_arbiter_with_hints_pb_10_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 10}	unsolved	tlsf-corpus/simple_arbiter_with_hints_pb_10_pe_.tlsf
simple_arbiter_with_hints_pb_12_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 12}	unsolved	tlsf-corpus/simple_arbiter_with_hints_pb_12_pe_.tlsf
simple_arbiter_with_hints_pb_15_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 15}	unsolved	tlsf-corpus/simple_arbiter_with_hints_pb_15_pe_.tlsf
simple_arbiter_with_hints_pb_2_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 2}	solved	tlsf-corpus/simple_arbiter_with_hints_pb_2_pe_.tlsf
simple_arbiter_with_hints_pb_4_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 4}	solved	tlsf-corpus/simple_arbiter_with_hints_pb_4_pe_.tlsf
simple_arbiter_with_hints_pb_6_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 6}	solved	tlsf-corpus/simple_arbiter_with_hints_pb_6_pe_.tlsf
simple_arbiter_with_hints_pb_8_pe_.ltl	simple_arbiter_with_hints	param:tlsf/ltl_with_hints/parametric/simple_arbiter_with_hints.tlsf	{"n": 8}	unsolved	tlsf-corpus/simple_arbiter_with_hints_pb_8_pe_.tlsf
prioritized_arbiter_pb_10_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 10}	unsolved	tlsf-corpus/prioritized_arbiter_pb_10_pe_.tlsf
prioritized_arbiter_pb_12_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 12}	unsolved	tlsf-corpus/prioritized_arbiter_pb_12_pe_.tlsf
prioritized_arbiter_pb_1_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 1}	solved	tlsf-corpus/prioritized_arbiter_pb_1_pe_.tlsf
prioritized_arbiter_pb_2_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 2}	solved	tlsf-corpus/prioritized_arbiter_pb_2_pe_.tlsf
prioritized_arbiter_pb_3_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 3}	solved	tlsf-corpus/prioritized_arbiter_pb_3_pe_.tlsf
prioritized_arbiter_pb_4_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 4}	solved	tlsf-corpus/prioritized_arbiter_pb_4_pe_.tlsf
prioritized_arbiter_pb_5_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 5}	solved	tlsf-corpus/prioritized_arbiter_pb_5_pe_.tlsf
prioritized_arbiter_pb_6_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 6}	solved	tlsf-corpus/prioritized_arbiter_pb_6_pe_.tlsf
prioritized_arbiter_pb_7_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 7}	unsolved	tlsf-corpus/prioritized_arbiter_pb_7_pe_.tlsf
prioritized_arbiter_pb_8_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 8}	unsolved	tlsf-corpus/prioritized_arbiter_pb_8_pe_.tlsf
prioritized_arbiter_pb_9_pe_.ltl	prioritized_arbiter	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	{"n": 9}	unsolved	tlsf-corpus/prioritized_arbiter_pb_9_pe_.tlsf
prioritized_arbiter_enc_pb_10_pe_.ltl	prioritized_arbiter_enc	param:tlsf/prioritized_arbiter_log/parametric/prioritized_arbiter_enc.tlsf	{"n": 10}	unsolved	tlsf-corpus/prioritized_arbiter_enc_pb_10_pe_.tlsf
prioritized_arbiter_enc_pb_12_pe_.ltl	prioritized_arbiter_enc	param:tlsf/prioritized_arbiter_log/parametric/prioritized_arbiter_enc.tlsf	{"n": 12}	unsolved	tlsf-corpus/prioritized_arbiter_enc_pb_12_pe_.tlsf
prioritized_arbiter_enc_pb_13_pe_.ltl	prioritized_arbiter_enc	param:tlsf/prioritized_arbiter_log/parametric/prioritized_arbiter_enc.tlsf	{"n": 13}	unsolved	tlsf-corpus/prioritized_arbiter_enc_pb_13_pe_.tlsf
prioritized_arbiter_enc_pb_14_pe_.ltl	prioritized_arbiter_enc	param:tlsf/prioritized_arbiter_log/parametric/prioritized_arbiter_enc.tlsf	{"n": 14}	unsolved	tlsf-corpus/prioritized_arbiter_enc_pb_14_pe_.tlsf
prioritized_arbiter_enc_pb_15_pe_.ltl	prioritized_arbiter_enc	param:tlsf/prioritized_arbiter_log/parametric/prioritized_arbiter_enc.tlsf	{"n": 15}	unsolved	tlsf-corpus/prioritized_arbiter_enc_pb_15_pe_.tlsf
prioritized_arbiter_enc_pb_8_pe_.ltl	prioritized_arbiter_enc	param:tlsf/prioritized_arbiter_log/parametric/prioritized_arbiter_enc.tlsf	{"n": 8}	unsolved	tlsf-corpus/prioritized_arbiter_enc_pb_8_pe_.tlsf
prioritized_arbiter_unreal2_pb_100_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 100}	unsolved	tlsf-corpus/prioritized_arbiter_unreal2_pb_100_pe_.tlsf
prioritized_arbiter_unreal2_pb_10_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 10}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_10_pe_.tlsf
prioritized_arbiter_unreal2_pb_2_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 2}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_2_pe_.tlsf
prioritized_arbiter_unreal2_pb_30_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 30}	unsolved	tlsf-corpus/prioritized_arbiter_unreal2_pb_30_pe_.tlsf
prioritized_arbiter_unreal2_pb_3_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 3}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_3_pe_.tlsf
prioritized_arbiter_unreal2_pb_4_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 4}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_4_pe_.tlsf
prioritized_arbiter_unreal2_pb_5_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 5}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_5_pe_.tlsf
prioritized_arbiter_unreal2_pb_60_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 60}	unsolved	tlsf-corpus/prioritized_arbiter_unreal2_pb_60_pe_.tlsf
prioritized_arbiter_unreal2_pb_6_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 6}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_6_pe_.tlsf
prioritized_arbiter_unreal2_pb_7_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 7}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_7_pe_.tlsf
prioritized_arbiter_unreal2_pb_8_pe_.ltl	prioritized_arbiter_unreal2	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	{"n": 8}	solved	tlsf-corpus/prioritized_arbiter_unreal2_pb_8_pe_.tlsf
robot_grid_pb_2_2_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 2, "yN": 2}	solved	tlsf-corpus/robot_grid_pb_2_2_pe_.tlsf
robot_grid_pb_3_3_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 3, "yN": 3}	solved	tlsf-corpus/robot_grid_pb_3_3_pe_.tlsf
robot_grid_pb_4_4_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 4, "yN": 4}	solved	tlsf-corpus/robot_grid_pb_4_4_pe_.tlsf
robot_grid_pb_5_1_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 5, "yN": 1}	solved	tlsf-corpus/robot_grid_pb_5_1_pe_.tlsf
robot_grid_pb_5_5_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 5, "yN": 5}	solved	tlsf-corpus/robot_grid_pb_5_5_pe_.tlsf
robot_grid_pb_6_1_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 6, "yN": 1}	solved	tlsf-corpus/robot_grid_pb_6_1_pe_.tlsf
robot_grid_pb_6_6_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 6, "yN": 6}	unsolved	tlsf-corpus/robot_grid_pb_6_6_pe_.tlsf
robot_grid_pb_7_7_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 7, "yN": 7}	unsolved	tlsf-corpus/robot_grid_pb_7_7_pe_.tlsf
robot_grid_pb_8_8_pe_.ltl	robot_grid	param:tlsf/robot_grid/parametric/robot_grid.tlsf	{"xN": 8, "yN": 8}	unsolved	tlsf-corpus/robot_grid_pb_8_8_pe_.tlsf
round_robin_arbiter_pb_10_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 10}	unsolved	tlsf-corpus/round_robin_arbiter_pb_10_pe_.tlsf
round_robin_arbiter_pb_2_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 2}	solved	tlsf-corpus/round_robin_arbiter_pb_2_pe_.tlsf
round_robin_arbiter_pb_3_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 3}	solved	tlsf-corpus/round_robin_arbiter_pb_3_pe_.tlsf
round_robin_arbiter_pb_4_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 4}	solved	tlsf-corpus/round_robin_arbiter_pb_4_pe_.tlsf
round_robin_arbiter_pb_5_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 5}	solved	tlsf-corpus/round_robin_arbiter_pb_5_pe_.tlsf
round_robin_arbiter_pb_6_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 6}	unsolved	tlsf-corpus/round_robin_arbiter_pb_6_pe_.tlsf
round_robin_arbiter_pb_7_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 7}	unsolved	tlsf-corpus/round_robin_arbiter_pb_7_pe_.tlsf
round_robin_arbiter_pb_8_pe_.ltl	round_robin_arbiter	param:tlsf/round_robin_arbiter/parametric/round_robin_arbiter.tlsf	{"n": 8}	unsolved	tlsf-corpus/round_robin_arbiter_pb_8_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_10_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 10}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_10_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_11_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 11}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_11_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_12_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 12}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_12_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_13_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 13}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_13_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_14_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 14}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_14_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_15_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 15}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_15_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_16_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 16}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_16_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_1_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 1}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_1_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_2_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 2}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_2_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_3_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 3}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_3_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_4_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 4}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_4_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_5_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 5}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_5_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_6_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 6}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_6_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_7_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 7}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_7_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_8_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 8}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_8_pe_.tlsf
round_robin_arbiter_unreal1_pb_2_9_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 2, "u": 9}	solved	tlsf-corpus/round_robin_arbiter_unreal1_pb_2_9_pe_.tlsf
round_robin_arbiter_unreal1_pb_3_10_pe_.ltl	round_robin_arbiter_unreal1	param:tlsf/round_robin_arbiter_unreal/parametric/round_robin_arbiter_unreal1.tlsf	{"n": 3, "u": 10}	unsolved	tlsf-corpus/round_robin_arbiter_unreal1_pb_3_10_pe_.tlsf
